EventName,EventPageUrl,TextFileName,ImgUrl,SocietyUrl
Ekonomi Akademisi Etap 2.1 [CV Hazırlama],https://kampusetkinlikleri.com/etkinlik/1437/ekonomi-akademisi-etap-2.1-cv-hazirlama,-7132756268832988577,img/Etkinlik/Big/ekonomi-akademisi-etap-2.1-cv-hazirlama-20191129-184914.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/483/genc-ekonomistler-kulubu
Trendler Zirvesi,https://kampusetkinlikleri.com/etkinlik/1449/trendler-zirvesi,1834906644289126004,img/Etkinlik/Big/trendler-zirvesi-20191210-211051.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/72/yatirim-kulubu
Ekonomi Akademisi Etap 2.4 [CV Hazırlama],https://kampusetkinlikleri.com/etkinlik/1436/ekonomi-akademisi-etap-2.4-cv-hazirlama,444250487697263472,img/Etkinlik/Big/ekonomi-akademisi-etap-2.4-cv-hazirlama-20191129-123536.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/483/genc-ekonomistler-kulubu
Ayaküstü Kariyer'19 | PwC,https://kampusetkinlikleri.com/etkinlik/1446/ayakustu-kariyer-19-pwc,-5609930528739430368,img/Etkinlik/Big/ayakustu-kariyer-19-pwc-20191208-111506.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/354/yildiz-isletme-kulubu
Ekonomi Akademisi Etap 1.2 [Türkiye ve Dünya Ekonomisi],https://kampusetkinlikleri.com/etkinlik/1435/ekonomi-akademisi-etap-1.2-turkiye-ve-dunya-ekonomisi,-8762391310284937041,img/Etkinlik/Big/ekonomi-akademisi-etap-1.2-turkiye-ve-dunya-ekonomisi-20191129-115304.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/483/genc-ekonomistler-kulubu
Ekonomi Akademisi Etap 2.3 [CV Hazırlama],https://kampusetkinlikleri.com/etkinlik/1434/ekonomi-akademisi-etap-2.3-cv-hazirlama,-222921989420525967,img/Etkinlik/Big/ekonomi-akademisi-etap-2.3-cv-hazirlama-20191128-235012.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/483/genc-ekonomistler-kulubu
1.GERİATRİK DİŞ HEKİMLİĞİ SEMPOZYUMU,https://kampusetkinlikleri.com/etkinlik/1448/1.geriatrik-dis-hekimligi-sempozyumu,5513884175105412349,img/Etkinlik/Big/1.geriatrik-dis-hekimligi-sempozyumu-20191210-141857.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/478/yasam-boyu-gerontoloji
13.KALE Eğitim ve Kariyer Organizasyonu,https://kampusetkinlikleri.com/etkinlik/1450/13.kale-egitim-ve-kariyer-organizasyonu,-30804649515184973,img/Etkinlik/Big/13.kale-egitim-ve-kariyer-organizasyonu-20191211-002625.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/85/endustri-muhendisligi-kulubu
Biz Bize Söyleşiler,https://kampusetkinlikleri.com/etkinlik/1451/biz-bize-soylesiler,-4010792989937087888,img/Etkinlik/Big/biz-bize-soylesiler-20191212-181020.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/354/yildiz-isletme-kulubu
7. Kariyer Günleri,https://kampusetkinlikleri.com/etkinlik/1453/7.-kariyer-gunleri,163076093775499315,img/Etkinlik/Big/7.-kariyer-gunleri-20191213-220146.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/312/istatistik-toplulugu
13. Ankara Startup Zirvesi,https://kampusetkinlikleri.com/etkinlik/1440/13.-ankara-startup-zirvesi,7877964791382115554,img/Etkinlik/Big/13.-ankara-startup-zirvesi-20191203-235014.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/23/yes
YTU Girişimcilik Kulübü Ideathon,https://kampusetkinlikleri.com/etkinlik/1445/ytu-girisimcilik-kulubu-ideathon,-6595411314408480396,img/Etkinlik/Big/ytu-girisimcilik-kulubu-ideathon-20191206-213808.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/491/girisimcilik-kulubu
III. MÜLKİYE EKONOMİ KONGRESİ,https://kampusetkinlikleri.com/etkinlik/1424/iii.-mulkiye-ekonomi-kongresi,-3586778803031011877,img/Etkinlik/Big/iii.-mulkiye-ekonomi-kongresi-20191121-113524.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/488/mulkiye-maliye-toplulugu
TCMB - Merkez Bankalı Olmak,https://kampusetkinlikleri.com/etkinlik/1461/tcmb---merkez-bankali-olmak,2550442977284908055,img/Etkinlik/Big/tcmb---merkez-bankali-olmak-20191218-232504.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/477/girisimci-liderler-toplulugu
Finansal Kurumlar Gezisi,https://kampusetkinlikleri.com/etkinlik/1458/finansal-kurumlar-gezisi,-1252528684867999826,img/Etkinlik/Big/finansal-kurumlar-gezisi-20191217-114135.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/497/muhasebe-ve-finans-kulubu
Kozmetik Ürün Yapım Atölyesi,https://kampusetkinlikleri.com/etkinlik/1464/kozmetik-urun-yapim-atolyesi,8714695232461142588,img/Etkinlik/Big/kozmetik-urun-yapim-atolyesi-20191221-122241.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/499/kimya-kulubu
Ekonomi Akademisi Etap 1.3 [Türkiye ve Dünya Ekonomisi],https://kampusetkinlikleri.com/etkinlik/1433/ekonomi-akademisi-etap-1.3-turkiye-ve-dunya-ekonomisi,-2509326899735645601,img/Etkinlik/Big/ekonomi-akademisi-etap-1.3-turkiye-ve-dunya-ekonomisi-20191128-232950.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/483/genc-ekonomistler-kulubu
TEKNİK GEZİ,https://kampusetkinlikleri.com/etkinlik/1443/teknik-gezi,-8714578359354158570,img/Etkinlik/Big/teknik-gezi-20191205-004025.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/495/endustri-bilimleri-ve-teknoloji-toplulugu-ebitet
HRZone Digital,https://kampusetkinlikleri.com/etkinlik/1444/hrzone-digital,-8748224892853343816,img/Etkinlik/Big/hrzone-digital-20191206-145458.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/28/kariyer-toplulugu
14.Kariyer Günleri,https://kampusetkinlikleri.com/etkinlik/1447/14.kariyer-gunleri,5607583246949737912,img/Etkinlik/Big/14.kariyer-gunleri-20191209-150710.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/231/gazi-endustri-toplulugu
Ekonomi Akademisi Etap 2.2 [CV Hazırlama],https://kampusetkinlikleri.com/etkinlik/1428/ekonomi-akademisi-etap-2.2-cv-hazirlama,4271884000117618616,img/Etkinlik/Big/ekonomi-akademisi-etap-2.2-cv-hazirlama-20191124-130729.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/483/genc-ekonomistler-kulubu
Ekonomi Akademisi Etap 1.1 [Türkiye ve Dünya Ekonomisi],https://kampusetkinlikleri.com/etkinlik/1427/ekonomi-akademisi-etap-1.1-turkiye-ve-dunya-ekonomisi,-8538683269098671991,img/Etkinlik/Big/ekonomi-akademisi-etap-1.1-turkiye-ve-dunya-ekonomisi-20191123-174243.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/483/genc-ekonomistler-kulubu
Girişimcilik ve İnovasyon Zirvesi ,https://kampusetkinlikleri.com/etkinlik/1438/girisimcilik-ve-inovasyon-zirvesi,1259459682481946635,img/Etkinlik/Big/girisimcilik-ve-inovasyon-zirvesi-20191201-214032.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/116/insan-kaynaklari-ve-kariyer-kulubu
MARKETING6.19,https://kampusetkinlikleri.com/etkinlik/1441/marketing6.19,8624168994958227055,img/Etkinlik/Big/marketing6.19-20191204-134236.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/75/girisimcilik-kulubu
Gülümseten Buluşma,https://kampusetkinlikleri.com/etkinlik/1516/gulumseten-bulusma,8718868143684373154,img/Etkinlik/Big/gulumseten-bulusma-20200414-150613.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/207/tekstil-muhendisligi-kulubu
4. Dijifikir E-İş Fikri Yarışması,https://kampusetkinlikleri.com/etkinlik/1400/4.-dijifikir-e-is-fikri-yarismasi,-866870454120473123,img/Etkinlik/Big/4.-dijifikir-e-is-fikri-yarismasi-20191023-150852.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/64/isletme-muhendisligi-kulubu
İTÜ İMK 12. Bilişim Teknolojileri Zirvesi,https://kampusetkinlikleri.com/etkinlik/1423/itu-imk-12.-bilisim-teknolojileri-zirvesi,-2744884412394226016,img/Etkinlik/Big/itu-imk-12.-bilisim-teknolojileri-zirvesi-20191118-134144.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/64/isletme-muhendisligi-kulubu
IndEvo'19,https://kampusetkinlikleri.com/etkinlik/1432/indevo-19,-1482029169254886752,img/Etkinlik/Big/indevo-19-20191127-082401.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/214/endustri-muhendisligi-kulubu
Girişimcilik ve Risk Yönetimi Zirvesi,https://kampusetkinlikleri.com/etkinlik/1457/girisimcilik-ve-risk-yonetimi-zirvesi,-8866663604829748460,img/Etkinlik/Big/girisimcilik-ve-risk-yonetimi-zirvesi-20191217-113241.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/497/muhasebe-ve-finans-kulubu
BİYOBİLİM 5 KANSER,https://kampusetkinlikleri.com/etkinlik/1381/biyobilim-5-kanser,-6094766509612100911,img/Etkinlik/Big/biyobilim-5-kanser-20191002-144016.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/482/kimya-teknolojileri-kulubu
