EventName,EventPageUrl,TextFileName,ImgUrl,SocietyUrl
Yanımda Kal Filmi Söyleşisi,https://kampusetkinlikleri.com/etkinlik/1246/yanimda-kal-filmi-soylesisi,1790796361464064903,img/Etkinlik/Big/yanimda-kal-filmi-scylesisi-20181224-121646.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/82/isletme-ve-ekonomi-kulubu
$.I.F.I (Statistics in International Financial Institutions) Symposium,https://kampusetkinlikleri.com/etkinlik/1243/.i.f.i-statistics-in-international-financial-institutions-symposium,4623456714517913172,img/Etkinlik/Big/.i.f.i-statistics-in-international-financial-institutions-symposium-20181216-170340.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/98/istatistik-toplulugu
Kariyer Akademisi (Ermetal),https://kampusetkinlikleri.com/etkinlik/1271/kariyer-akademisi-ermetal,-6656308385842749745,img/Etkinlik/Big/kariyer-akademisi-ermetal-20190127-161452.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
Mülakat Simülasyonu,https://kampusetkinlikleri.com/etkinlik/1268/mulakat-simulasyonu,-4491040182957379017,img/Etkinlik/Big/mulakat-simulasyonu-20190127-161048.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
Cv Hazırlama ve Mülakat Teknikleri,https://kampusetkinlikleri.com/etkinlik/1270/cv-hazirlama-ve-mulakat-teknikleri,5061467200861901763,img/Etkinlik/Big/cv-hazirlama-ve-mulakat-teknikleri-20190127-161326.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
BEST İstanbul Hackathonu,https://kampusetkinlikleri.com/etkinlik/1235/best-istanbul-hackathonu,6977692441095327462,img/Etkinlik/Big/best-istanbul-hackathonu-20181211-143429.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/396/best-istanbul
14. Genç AKADEMİ,https://kampusetkinlikleri.com/etkinlik/1225/14.-genc-akademi,7593705694332116943,img/Etkinlik/Big/14.-genc-akademi-20181128-125236.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/353/operational-research-kulubu
Sıfırın Altında Marketing'18,https://kampusetkinlikleri.com/etkinlik/1242/sifirin-altinda-marketing-18,-208011468718470339,img/Etkinlik/Big/sifirin-altinda-marketing-18-20181216-155357.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/44/marketing-anadolu-kulubu
ORGAN BAĞIŞININ ÖNEMİ FARKINDALIK EĞİTİMİ,https://kampusetkinlikleri.com/etkinlik/1244/organ-bagisinin-onemi-farkindalik-egitimi,1742037847467153800,img/Etkinlik/Big/organ-bagisinin-onemi-farkindalik-egitimi-20181217-000233.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/411/hacettepe-siyaset-bilimi-ve-kamu-yonetimi
ZİGANA GEZİSİ,https://kampusetkinlikleri.com/etkinlik/1248/zigana-gezisi,3466491122410643523,img/Etkinlik/Big/zigana-gezisi-20181224-122234.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/82/isletme-ve-ekonomi-kulubu
sahibinden.com ile Şirket Gezgini,https://kampusetkinlikleri.com/etkinlik/1240/sahibinden.com-ile-sirket-gezgini,4252448981682255952,img/Etkinlik/Big/sahibinden.com-ile-sirket-gezgini-20181213-112129.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/62/endustri-muhendisligi-kulubu
Kariyer Akademisi (Warmhaus),https://kampusetkinlikleri.com/etkinlik/1269/kariyer-akademisi-warmhaus,6149172918917425486,img/Etkinlik/Big/kariyer-akademisi-warmhaus-20190127-161157.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
Proje Yönetimi,https://kampusetkinlikleri.com/etkinlik/1231/proje-yonetimi,-6038449331396565833,img/Etkinlik/Big/proje-yonetimi-20181205-143810.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/403/inovatif-gelisim-ve-bilisim
QNB FİNANSBANK CAREER,https://kampusetkinlikleri.com/etkinlik/1247/qnb-finansbank-career,-2536804911412099969,img/Etkinlik/Big/qnb-finansbank-career-20181224-122105.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/82/isletme-ve-ekonomi-kulubu
Radyo KTÜ Kulüp Tanıtım,https://kampusetkinlikleri.com/etkinlik/1326/radyo-ktu-kulup-tanitim,5742786284892638749,img/Etkinlik/Big/radyo-ktu-kulup-tanitim-20190324-233731.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/443/ktu-sosyoloji-kulubu
12. KALE,https://kampusetkinlikleri.com/etkinlik/1232/12.-kale,-5174835469164789374,img/Etkinlik/Big/12.-kale20181207-152906.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/85/endustri-muhendisligi-kulubu
FİGBrands ‘iş dünyasındaki yerimiz’,https://kampusetkinlikleri.com/etkinlik/1233/figbrands-is-dunyasindaki-yerimiz,3481508368633765574,img/Etkinlik/Big/figbrands-is-dunyasindaki-yerimiz-20181207-200005.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/333/fikir-ile-gelecek
Kış Gezisi,https://kampusetkinlikleri.com/etkinlik/1327/kis-gezisi,7260288429747640940,img/Etkinlik/Big/kis-gezisi-20190324-234308.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/443/ktu-sosyoloji-kulubu
DİJİTAL EKONOMİ ZİRVESİ'19,https://kampusetkinlikleri.com/etkinlik/1210/dijital-ekonomi-zirvesi-19,-8391200332136520387,img/Etkinlik/Big/dijital-ekonomi-zirvesi-19-20181111-133814.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/82/isletme-ve-ekonomi-kulubu
Reklam nedir?,https://kampusetkinlikleri.com/etkinlik/1239/reklam-nedir,-307544861100811548,img/Etkinlik/Big/reklam-nedir-20181212-235005.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/406/sosyal-pusula-kulubu
İnsan Kaynakları Süreçleri,https://kampusetkinlikleri.com/etkinlik/1266/insan-kaynaklari-surecleri,4222552487925291353,img/Etkinlik/Big/insan-kaynaklari-surecleri-20190127-160527.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
10. Ulusal Kariyerimin Kimyası,https://kampusetkinlikleri.com/etkinlik/1214/10.-ulusal-kariyerimin-kimyasi,7272695260493222312,img/Etkinlik/Big/10.-ulusal-kariyerimin-kimyasi-20181114-134737.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/133/kalite-ve-verimlilik-kulubu
Farkındalık Zirvesi'18,https://kampusetkinlikleri.com/etkinlik/1224/farkindalik-zirvesi-18,-3889950820988323704,img/Etkinlik/Big/farkindalik-zirvesi-18-20181128-112027.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/65/denetim-ve-danismanlik-kulubu
Gezegenin Geleceği: Türetim Ekonomisi ve Sosyal Girişimler,https://kampusetkinlikleri.com/etkinlik/1241/gezegenin-gelecegi-turetim-ekonomisi-ve-sosyal-girisimler,1237710933885802613,img/Etkinlik/Big/gezegenin-gelecegi-turetim-ekonomisi-ve-sosyal-girisimler-20181214-103036.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/408/ituginova
DÜNYA TARİHİ KONUŞMALARI,https://kampusetkinlikleri.com/etkinlik/1245/dunya-tarihi-konusmalari,-250128267884367088,img/Etkinlik/Big/dunya-tarihi-konusmalari-20181217-000630.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/411/hacettepe-siyaset-bilimi-ve-kamu-yonetimi
Aktif Yaşam Gençlik Zirvesi,https://kampusetkinlikleri.com/etkinlik/1253/aktif-yasam-genclik-zirvesi,5321236754782692898,img/Etkinlik/Big/aktif-yasam-genclik-zirvesi-20181230-162615.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/392/aktif-yasam-toplulugu
Management Study with Executives,https://kampusetkinlikleri.com/etkinlik/1213/management-study-with-executives,-8110579970061088270,img/Etkinlik/Big/management-study-with-executives-20181114-110737.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/18/enso
CYDEF-E2018 E-Ticarette Siber Güvenlik Konferansı,https://kampusetkinlikleri.com/etkinlik/1226/cydef-e2018-e-ticarette-siber-guvenlik-konferansi,-617599191370779110,img/Etkinlik/Big/cydef-e2018-e-ticarette-siber-guvenlik-konferansi20181128-172202.png,https://kampusetkinlikleri.com/kulup-sayfasi/398/bilisim-ve-teknoloji-kulubu
Boğaziçi Marka Zirvesi,https://kampusetkinlikleri.com/etkinlik/1230/bogazici-marka-zirvesi,-3453644768962534831,img/Etkinlik/Big/bogazici-marka-zirvesi-20181203-121735.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/16/isletme-ve-ekonomi-kulubu
Business Trip’18,https://kampusetkinlikleri.com/etkinlik/1198/business-trip-18,-997289752133400553,img/Etkinlik/Big/business-trip-18-20181031-112611.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/389/ku-business-club
Bulut Bilişim Eğitimi,https://kampusetkinlikleri.com/etkinlik/1220/bulut-bilisim-egitimi,6011071823302495897,img/Etkinlik/Big/bulut-bilisim-egitimi-20181120-232926.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/397/inonu-universitesi-pdr-kulubu
DART (Departmanlar Arası Rotanı Tasarla),https://kampusetkinlikleri.com/etkinlik/1219/dart-departmanlar-arasi-rotani-tasarla,1410390598733381891,img/Etkinlik/Big/dart-departmanlar-arasi-rotani-tasarla-20181120-163957.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/62/endustri-muhendisligi-kulubu
Liderlik Zirvesi,https://kampusetkinlikleri.com/etkinlik/1227/liderlik-zirvesi,4931004371779799183,img/Etkinlik/Big/liderlik-zirvesi20181203-015815.jpeg,https://kampusetkinlikleri.com/kulup-sayfasi/400/sosyal-liderler-kulubu
Kariyer Yönetimi,https://kampusetkinlikleri.com/etkinlik/1265/kariyer-yonetimi,1807814738092545055,img/Etkinlik/Big/kariyer-yonetimi-20190127-160332.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
8.Gelişim Platformu,https://kampusetkinlikleri.com/etkinlik/1216/8.gelisim-platformu,-1935182456584548533,img/Etkinlik/Big/8.gelisim-platformu-20181119-133544.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/32/endustri-muhendisleri-toplulugu
Bir Hayal Bir Hayat Kur,https://kampusetkinlikleri.com/etkinlik/1228/bir-hayal-bir-hayat-kur,1746734850184488521,img/Etkinlik/Big/bir-hayal-bir-hayat-kur-20181201-000723.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/116/insan-kaynaklari-ve-kariyer-kulubu
FİG Pusula,https://kampusetkinlikleri.com/etkinlik/1229/fig-pusula,-4343212089312503549,img/Etkinlik/Big/fig-pusula-20181201-173059.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/333/fikir-ile-gelecek
The One,https://kampusetkinlikleri.com/etkinlik/1215/the-one,6365987756787991865,img/Etkinlik/Big/the-one-20181119-124635.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/86/ies-industrial-engineering-society
İleri Teknoloji Malzemeler Semineri,https://kampusetkinlikleri.com/etkinlik/1223/ileri-teknoloji-malzemeler-semineri,-6315679667303159441,img/Etkinlik/Big/ileri-teknoloji-malzemeler-semineri-20181126-220512.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/291/ytu-malzeme-bilimleri-kulubu
Başarısızlık Zirvesi,https://kampusetkinlikleri.com/etkinlik/1379/basarisizlik-zirvesi,-4272730571204813908,img/Etkinlik/Big/basarisizlik-zirvesi-20190913-152938.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/475/tc-istanbul-kultur-universitesi-isletme-girisimcilik-ve-inovasyon-kulubu
9. Finans ve Yazılım Günleri,https://kampusetkinlikleri.com/etkinlik/1212/9.-finans-ve-yazilim-gunleri,3096250942076316081,img/Etkinlik/Big/9.-finans-ve-yazilim-gunleri-20181114-004114.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/133/kalite-ve-verimlilik-kulubu
Kariyer Akademisi (ING Bank),https://kampusetkinlikleri.com/etkinlik/1264/kariyer-akademisi-ing-bank,-9161537296591651893,img/Etkinlik/Big/kariyer-akademisi-ing-bank-20190127-160136.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
ROTA: GELECEĞİNE YÖN VER! ,https://kampusetkinlikleri.com/etkinlik/1207/rota-gelecegine-yon-ver,3535537288748843079,img/Etkinlik/Big/rota-gelecegine-yon-ver-20181110-180436.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/371/liderler-kulubu
Marka & Pazarlama Zirvesi,https://kampusetkinlikleri.com/etkinlik/1217/marka-pazarlama-zirvesi,6901750270440747852,img/Etkinlik/Big/marka-pazarlama-zirvesi-20181120-032334.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/12/isletme-ve-ekonomi-kulubu
ROTA:Geleceğine Yön Ver,https://kampusetkinlikleri.com/etkinlik/1221/rota-gelecegine-yon-ver,-7947677075316420168,img/Etkinlik/Big/rota-gelecegine-yon-ver-20181121-113308.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/371/liderler-kulubu
Kariyer Akademisi (TEB),https://kampusetkinlikleri.com/etkinlik/1263/kariyer-akademisi-teb,3240742995908650863,img/Etkinlik/Big/kariyer-akademisi-teb-20190127-160011.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
Kişisel Gelişim Günleri,https://kampusetkinlikleri.com/etkinlik/1218/kisisel-gelisim-gunleri,1940470340443315096,img/Etkinlik/Big/kisisel-gelisim-gunleri-20181120-132235.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/116/insan-kaynaklari-ve-kariyer-kulubu
Kariyer Akademisi (Türkiye İş Bankası),https://kampusetkinlikleri.com/etkinlik/1262/kariyer-akademisi-turkiye-is-bankasi,6065441678583768591,img/Etkinlik/Big/kariyer-akademisi-turkiye-is-bankasi-20190127-155901.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
Kaan SEKBAN ile Söyleşi,https://kampusetkinlikleri.com/etkinlik/1211/kaan-sekban-ile-soylesi,7823809009382250457,img/Etkinlik/Big/kaan-sekban-ile-soylesi-20181112-121422.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/383/marmara-universitesi-isletme-kulubu
TURKCELL GEÇMİŞTEN GÜNÜMÜZE,https://kampusetkinlikleri.com/etkinlik/1237/turkcell-gecmisten-gunumuze,-5803885696373332268,img/Etkinlik/Big/turkcell-gecmisten-gunumuze-20181212-234614.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/406/sosyal-pusula-kulubu
12. ADhere Reklamcılık Günleri,https://kampusetkinlikleri.com/etkinlik/1192/12.-adhere-reklamcilik-gunleri,-2823628883118726890,img/Etkinlik/Big/12.-adhere-reklamcilik-gunleri-20181023-180530.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/16/isletme-ve-ekonomi-kulubu
Think & Talk,https://kampusetkinlikleri.com/etkinlik/1199/think-talk,-7910037217584886381,img/Etkinlik/Big/think-talk-20181105-101302.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/96/genc-girisimciler-toplulugu
Okul Dünyasından İş Dünyasına Geçiş,https://kampusetkinlikleri.com/etkinlik/1261/okul-dunyasindan-is-dunyasina-gecis,-338994006365566489,img/Etkinlik/Big/okul-dunyasindan-is-dunyasina-gecis-20190127-155701.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
AlametiFarika,https://kampusetkinlikleri.com/etkinlik/1238/alametifarika,-1959038682294996685,img/Etkinlik/Big/alametifarika-20181212-234840.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/406/sosyal-pusula-kulubu
Boğaziçi Finance Challenge,https://kampusetkinlikleri.com/etkinlik/1193/bogazici-finance-challenge,6455236389766769860,img/Etkinlik/Big/bogazici-finance-challenge-20181023-184958.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/16/isletme-ve-ekonomi-kulubu
Anıtkabir Ziyareti,https://kampusetkinlikleri.com/etkinlik/1260/anitkabir-ziyareti,3288664944914226578,img/Etkinlik/Big/anitkabir-ziyareti-20190127-155528.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
Yerel Yönetimler ve Liderlik Akademisi,https://kampusetkinlikleri.com/etkinlik/1190/yerel-yonetimler-ve-liderlik-akademisi,5450878681750631066,img/Etkinlik/Big/yerel-yonetimler-ve-liderlik-akademisi-20181021-163045.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/352/politika-ve-dusunce-kulubu
Just In Case,https://kampusetkinlikleri.com/etkinlik/1191/just-in-case,8441627255393522825,img/Etkinlik/Big/just-in-case-20181022-223620.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/354/yildiz-isletme-kulubu
THE TALKNG DAYS,https://kampusetkinlikleri.com/etkinlik/1200/the-talkng-days,4726826111483816503,img/Etkinlik/Big/the-talkng-days-20181105-152302.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/82/isletme-ve-ekonomi-kulubu
Sen anlat ki canlansın,https://kampusetkinlikleri.com/etkinlik/1201/sen-anlat-ki-canlansin,-1760034283132858509,img/Etkinlik/Big/sen-anlat-ki-canlansin-20181105-203530.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/333/fikir-ile-gelecek
2. Ulusal&Gelişim Kariyer Zirvesi,https://kampusetkinlikleri.com/etkinlik/1181/2.-ulusal-gelisim-kariyer-zirvesi,5925579080459791966,img/Etkinlik/Big/2.-ulusal-gelisim-kariyer-zirvesi-20181020-104033.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/386/kariyer-ve-gelisim-toplulugu
Kendini Tanı ve Hedef Belirle,https://kampusetkinlikleri.com/etkinlik/1259/kendini-tani-ve-hedef-belirle,-7565257662011926062,img/Etkinlik/Big/kendini-tani-ve-hedef-belirle-20190127-155249.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
Kısa Günün Kârı - Vaka Çalışmaları,https://kampusetkinlikleri.com/etkinlik/1197/kisa-gunun-k-ri---vaka-calismalari,-8995122077594838680,img/Etkinlik/Big/kisa-gunun-k-ri---vaka-calismalari-20181108-135635.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/44/marketing-anadolu-kulubu
8. İnsan Kaynakları Zirvesi,https://kampusetkinlikleri.com/etkinlik/1194/8.-insan-kaynaklari-zirvesi,7619567497455382533,img/Etkinlik/Big/8.-insan-kaynaklari-zirvesi-20181024-151619.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/133/kalite-ve-verimlilik-kulubu
Girişimci Akademi'18,https://kampusetkinlikleri.com/etkinlik/1196/girisimci-akademi-18,4218472714067881618,img/Etkinlik/Big/girisimci-akademi-18-20181025-204031.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/48/girisimcilik-kulubu
Career Goals,https://kampusetkinlikleri.com/etkinlik/1258/career-goals,-4593716610444034734,img/Etkinlik/Big/career-goals-20190127-155117.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
Anıtkabir ve Ankara Gezisi,https://kampusetkinlikleri.com/etkinlik/1155/anitkabir-ve-ankara-gezisi,-2781639401748782446,img/Etkinlik/Big/anitkabir-ve-ankara-gezisi-20181010-135347.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/183/kayseri-student-life
29 EKİM'İ iZMİR'DE KUTLUYORUZ,https://kampusetkinlikleri.com/etkinlik/1202/29-ekim-i-izmir-de-kutluyoruz,-376894756369799721,img/Etkinlik/Big/29-ekim-i-izmir-de-kutluyoruz-20181106-163009.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/392/aktif-yasam-toplulugu
İZMİR GEZİSİ,https://kampusetkinlikleri.com/etkinlik/1178/izmir-gezisi,6452878521513277591,img/Etkinlik/Big/izmir-gezisi-20181018-203331.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/379/yonetici-toplulugu
İletişim Konferansı 1: Canan Duman'la Her şey Bir Mesajla Başlar & İmza günü,https://kampusetkinlikleri.com/etkinlik/1222/iletisim-konferansi-1-canan-duman-la-her-sey-bir-mesajla-baslar-imza-gunu,4736671507542746854,img/Etkinlik/Big/iletisim-konferansi-1-canan-duman-la-her-sey-bir-mesajla-baslar-imza-gunu-20181126-144026.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/399/iletisim-kulubu
TAVLA TURNUVASI,https://kampusetkinlikleri.com/etkinlik/1203/tavla-turnuvasi,2967581580211073767,img/Etkinlik/Big/tavla-turnuvasi-20181106-163323.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/392/aktif-yasam-toplulugu
HİT Open Party w/ Yüksek Sadakat,https://kampusetkinlikleri.com/etkinlik/1158/hit-open-party-w-yuksek-sadakat,8634049336587278255,img/Etkinlik/Big/hit-open-party-w-yuksek-sadakat-20181010-195703.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/211/hacettepe-isletme-toplulugu
CareerCon 2,https://kampusetkinlikleri.com/etkinlik/1171/careercon-2,-5140117316676459820,img/Etkinlik/Big/careercon-2-20181017-101906.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/363/ieee-gtu
Youtube Günü 18,https://kampusetkinlikleri.com/etkinlik/1180/youtube-gunu-18,7986153696789880323,img/Etkinlik/Big/youtube-gunu-18-20181020-085754.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/386/kariyer-ve-gelisim-toplulugu
SAHİPLEX,https://kampusetkinlikleri.com/etkinlik/1236/sahiplex,6473017214852650272,img/Etkinlik/Big/sahiplex-20181212-231041.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/406/sosyal-pusula-kulubu
DDK Akademi 18',https://kampusetkinlikleri.com/etkinlik/1169/ddk-akademi-18,6736507136023218443,img/Etkinlik/Big/ddk-akademi-18-20181012-113715.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/65/denetim-ve-danismanlik-kulubu
Girişimcilik ve İnovasyon Zirvesi,https://kampusetkinlikleri.com/etkinlik/1176/girisimcilik-ve-inovasyon-zirvesi,4298854360977935442,img/Etkinlik/Big/girisimcilik-ve-inovasyon-zirvesi-20181015-232152.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/116/insan-kaynaklari-ve-kariyer-kulubu
Tanışma Toplantısı,https://kampusetkinlikleri.com/etkinlik/1257/tanisma-toplantisi,-1821444818749168979,img/Etkinlik/Big/tanisma-toplantisi-20190127-154656.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/242/uludag-universitesi-insan-kaynaklari-toplulugu-ulinka
e-Founder Dijital Girişimcilik Zirvesi,https://kampusetkinlikleri.com/etkinlik/1170/e-founder-dijital-girisimcilik-zirvesi,-6848484113316980131,img/Etkinlik/Big/e-founder-dijital-girisimcilik-zirvesi-20181012-155611.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/174/yoneylem-arastirma-kulubu
AKTİYAT TİYATRO DERSİ,https://kampusetkinlikleri.com/etkinlik/1204/aktiyat-tiyatro-dersi,-3442713575194396331,img/Etkinlik/Big/aktiyat-tiyatro-dersi-20181106-163531.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/392/aktif-yasam-toplulugu
AKTİYAT TANIŞMA YEMEĞİ,https://kampusetkinlikleri.com/etkinlik/1206/aktiyat-tanisma-yemegi,4002793133336667812,img/Etkinlik/Big/aktiyat-tanisma-yemegi-20181106-163825.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/392/aktif-yasam-toplulugu
LANGIRT TURNUVASI,https://kampusetkinlikleri.com/etkinlik/1205/langirt-turnuvasi,-896456756655306550,img/Etkinlik/Big/langirt-turnuvasi-20181106-163704.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/392/aktif-yasam-toplulugu
26. İTÜ Sektör Günleri İlaç Sektörü,https://kampusetkinlikleri.com/etkinlik/1147/26.-itu-sektor-gunleri-ilac-sektoru,3250602425154442272,img/Etkinlik/Big/26.-itu-sektor-gunleri-ilac-sektoru20180928-064519.png,https://kampusetkinlikleri.com/kulup-sayfasi/62/endustri-muhendisligi-kulubu
26. İTÜ Sektör Günleri İlaç Sektörü,https://kampusetkinlikleri.com/etkinlik/1148/26.-itu-sektor-gunleri-ilac-sektoru,3250602425154442272,img/Etkinlik/Big/26.-itu-sektor-gunleri-ilac-sektoru-20180928-064749.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/62/endustri-muhendisligi-kulubu
Tanışma Toplantıları '18,https://kampusetkinlikleri.com/etkinlik/1154/tanisma-toplantilari-18,-4460653930600768785,img/Etkinlik/Big/tanisma-toplantilari-18-20181008-230436.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/354/yildiz-isletme-kulubu
Kariyer Günleri '18,https://kampusetkinlikleri.com/etkinlik/1172/kariyer-gunleri-18,-8564270066476939769,img/Etkinlik/Big/kariyer-gunleri-18-20181013-133911.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/372/gazi-bilgisayar-muhendisligi-toplulugu
Tanışma Toplantısı,https://kampusetkinlikleri.com/etkinlik/1175/tanisma-toplantisi,-1821444818749168979,img/Etkinlik/Big/tanisma-toplantisi20181015-232007.jpeg,https://kampusetkinlikleri.com/kulup-sayfasi/333/fikir-ile-gelecek
HİT Tanışma Toplantısı,https://kampusetkinlikleri.com/etkinlik/1157/hit-tanisma-toplantisi,8430306987188942839,img/Etkinlik/Big/hit-tanisma-toplantisi-20181010-195509.jpg,https://kampusetkinlikleri.com/kulup-sayfasi/211/hacettepe-isletme-toplulugu
